id,name,description,keywords,image_url,category,origin,color,season
179,Quả Táo Fuji (Nhập khẩu),"Táo Fuji quả to, đỏ, giòn, ngọt, nhập khẩu từ nước ngoài.","ngọt, giòn, nhập khẩu",http://localhost:5000/static/images/tao_fuji.jpg,Trái cây ôn đới,"Nhật Bản, Mỹ","đỏ, vàng",quanh năm
180,Quả Nho Xanh (Úc),"Nho Xanh nhập khẩu từ Úc, quả to, giòn, ngọt.","ngọt, giòn, nhập khẩu",http://localhost:5000/static/images/qua_nho_xanh_uc.jpg,Quả mọng,Úc,xanh,quanh năm
181,Quả Lê Xanh (Mỹ),"Lê Xanh nhập khẩu từ Mỹ, vỏ xanh, thịt giòn, ngọt mát.","ngọt mát, giòn, nhập khẩu",http://localhost:5000/static/images/le_xanh_my.jpg,Trái cây ôn đới,Mỹ,xanh,quanh năm
182,Quả Kiwi Vàng (New Zealand),"Kiwi Vàng vỏ mịn, ruột vàng, ngọt hơn kiwi xanh, thơm.","ngọt, thơm, không lông",http://localhost:5000/static/images/kiwi_vang.jpg,Trái cây ôn đới,New Zealand,"nâu, vàng",quanh năm
183,Quả Cam Cara (Mỹ),"Cam Cara ruột đỏ, không hạt, vị ngọt thanh, thơm dịu, thường nhập khẩu.","ngọt thanh, không hạt, nhập khẩu",http://localhost:5000/static/images/cam_cara.jpg,Trái cây có múi,Mỹ,"cam, đỏ","mùa đông, xuân"
184,Quả Chay,"Quả Chay nhỏ, màu xanh khi non, đỏ khi chín, vị chua ngọt, thường dùng nấu canh.","chua ngọt, nấu canh",http://localhost:5000/static/images/qua_chay.jpg,Trái cây phổ biến,Miền Bắc,"xanh, đỏ",mùa hè
185,Quả Mít Ướt,"Quả Mít Ướt múi mềm, nhiều nước, vị ngọt đậm.","ngọt đậm, nhiều nước",http://localhost:5000/static/images/qua_mit_uot.jpg,Trái cây nhiệt đới,Miền Nam,"xanh, vàng",mùa hè
186,Quả Ổi Nữ Hoàng,"Quả Ổi Nữ Hoàng to, giòn, ngọt, ít hạt.","giòn, ngọt, ít hạt",http://localhost:5000/static/images/qua_oi_nu_hoang.jpg,Trái cây phổ biến,Miền Nam,"xanh, trắng",quanh năm
187,Quả Sung Mỹ,"Quả Sung Mỹ to, ngọt, mềm.","ngọt, mềm",http://localhost:5000/static/images/qua_sung_my.jpg,Trái cây ôn đới,Mỹ,"xanh, tím",mùa thu
188,Quả Chà Là,"Quả Chà Là ngọt, dẻo, bổ dưỡng.","ngọt, dẻo",http://localhost:5000/static/images/qua_cha_la.jpg,Trái cây sa mạc,Trung Đông,nâu,quanh năm
189,Quả Trứng Gà,"Quả Trứng Gà vỏ vàng, thịt cam, ngọt, béo.","ngọt, béo",http://localhost:5000/static/images/qua_trung_ga.jpg,Trái cây nhiệt đới,Miền Nam,"vàng, cam",quanh năm
190,Quả Dưa Hấu Tí Hon,"Quả Dưa Hấu Tí Hon nhỏ, ngọt, giòn.","ngọt, giòn, nhỏ",http://localhost:5000/static/images/qua_dua_hau_ti_hon.jpg,Trái cây phổ biến,Nhiều nơi,"xanh, đỏ",quanh năm
191,Quả Horseradish (Củ Cải Ngựa),"Quả Horseradish (Củ Cải Ngựa) củ dài, màu trắng, vị cay nồng, thường dùng làm gia vị.","cay nồng, gia vị",http://localhost:5000/static/images/horseradish.jpg,Rau ăn củ,Châu Âu,trắng,quanh năm
192,Quả Vú Sữa Bò,"Quả Vú Sữa Bò to, ngọt, dẻo.","to, ngọt, dẻo",http://localhost:5000/static/images/qua_vu_sua_bo.jpg,Trái cây nhiệt đới,Việt Nam,"xanh, trắng","mùa đông, xuân"
193,Quả Đào Lông,"Quả Đào Lông có lông, chua ngọt.","chua ngọt, có lông",http://localhost:5000/static/images/qua_dao_long.jpg,Trái cây ôn đới,Việt Nam,"hồng, trắng","mùa xuân, hè"
194,Quả Chanh Dây Úc,"Quả Chanh Dây Úc to, vỏ tím.","chua ngọt, thơm",http://localhost:5000/static/images/qua_chanh_day_uc.jpg,Trái cây nhiệt đới,Úc,"tím, vàng",quanh năm
195,Quả Táo Envy,"Quả Táo Envy đỏ, ngọt, giòn.","đỏ, ngọt, giòn",http://localhost:5000/static/images/qua_tao_envy.jpg,Trái cây ôn đới,New Zealand,đỏ,quanh năm
196,Quả Dưa Hấu Sugar Baby,"Quả Dưa Hấu Sugar Baby nhỏ, ngọt.","nhỏ, ngọt",http://localhost:5000/static/images/qua_dua_hau_sugar_baby.jpg,Trái cây phổ biến,Nhiều nơi,"xanh, đỏ",quanh năm
197,Quả Nho Mẫu Đơn,"Quả Nho Mẫu Đơn to, ngọt, thơm.","to, ngọt, thơm",http://localhost:5000/static/images/qua_nho_mau_don.jpg,Quả mọng,Hàn Quốc,xanh,quanh năm
198,Quả Lựu Ai Cập,"Quả Lựu Ai Cập to, ngọt, mọng nước.","to, ngọt, mọng nước",http://localhost:5000/static/images/qua_luu_ai_cap.jpg,Trái cây ôn đới,Ai Cập,đỏ,"mùa hè, thu"
199,Quả Lý Chua (Currant),"Quả Lý Chua nhỏ, tròn, màu đỏ, đen hoặc trắng, vị chua đậm, thường dùng làm mứt, siro.","chua, nhỏ, mứt, siro",http://localhost:5000/static/images/qua_ly_chua.jpg,Quả mọng,Châu Âu,"đỏ, đen, trắng",mùa hè
200,Quả Lý Gai (Gooseberry),"Quả Lý Gai tròn hoặc bầu dục, màu xanh, vàng hoặc đỏ, có lông nhẹ, vị chua ngọt.","chua ngọt, có lông",http://localhost:5000/static/images/qua_ly_gai.jpg,Quả mọng,"Châu Âu, Bắc Mỹ","xanh, vàng, đỏ",mùa hè
201,Quả Nam Việt Quất (Cranberry),"Quả Nam Việt Quất nhỏ, tròn, màu đỏ tươi, vị chua gắt, giàu chất chống oxy hóa, thường làm nước ép, mứt.","chua gắt, chống oxy hóa",http://localhost:5000/static/images/qua_nam_viet_quat.jpg,Quả mọng,Bắc Mỹ,đỏ,mùa thu
202,Quả Chanh Ngón Tay (Finger Lime),"Quả Chanh Ngón Tay dài, hình ngón tay, ruột chứa các tép nhỏ như trứng cá, vị chua thanh, thơm đặc trưng.","chua thanh, tép, đặc biệt",http://localhost:5000/static/images/qua_chanh_ngon_tay.jpg,Trái cây có múi,Úc,"xanh, hồng",quanh năm
203,Quả Phật Thủ,"Quả Phật Thủ có hình dáng giống bàn tay Phật, màu vàng tươi, thơm đậm, thường dùng thờ cúng hoặc làm mứt.","thờ cúng, thơm, mứt",http://localhost:5000/static/images/qua_phat_thu.jpg,Trái cây có múi,"Việt Nam, Trung Quốc",vàng,mùa đông
204,Quả Ridge Gourd (Mướp Khía),"Quả Ridge Gourd (Mướp Khía) dài, vỏ có khía, màu xanh, vị ngọt nhẹ, thường dùng nấu canh, xào.",ngọt nhẹ,http://localhost:5000/static/images/ridge_gourd.jpg,Rau ăn quả,Châu Á,xanh,quanh năm
205,Quả Mít Tố Nữ Lá Bàng,"Quả Mít Tố Nữ Lá Bàng là giống mít tố nữ với lá cây giống lá bàng, cho quả ngon.","ngọt, thơm",http://localhost:5000/static/images/qua_mit_to_nu_la_bang.jpg,Trái cây nhiệt đới,Việt Nam,"xanh, vàng",mùa hè
206,Quả Thanh Long Vàng Colombia,"Quả Thanh Long Vàng Colombia vỏ vàng tươi, có gai, ruột trắng trong, vị ngọt đậm hơn thanh long thông thường.","ngọt đậm, vỏ vàng",http://localhost:5000/static/images/qua_thanh_long_vang_colombia.jpg,Trái cây nhiệt đới,Colombia,"vàng, trắng",quanh năm
207,Quả Quýt Úc,"Quả Quýt Úc vỏ mỏng, dễ bóc, vị ngọt thanh, thơm dịu, mọng nước.","ngọt thanh, dễ bóc",http://localhost:5000/static/images/qua_quyt_uc.jpg,Trái cây có múi,Úc,"cam, vàng",quanh năm
208,Quả Cam Sunkist,"Quả Cam Sunkist là thương hiệu cam nổi tiếng của Mỹ, vỏ vàng cam, mọng nước, vị ngọt.","ngọt, mọng nước",http://localhost:5000/static/images/qua_cam_sunkist.jpg,Trái cây có múi,Mỹ,"cam, vàng",quanh năm
209,Quả Lê Nâu,"Quả Lê Nâu vỏ màu nâu sần, thịt ngọt, mềm, thơm.","ngọt, mềm, thơm",http://localhost:5000/static/images/qua_le_nau.jpg,Trái cây ôn đới,Châu Âu,nâu,mùa thu
210,Quả Taro (Khoai Môn),"Quả Taro (Khoai Môn) củ tròn, màu nâu, thịt trắng hoặc tím, vị bùi, thường dùng nấu chè, làm bánh.","bùi, nấu chè",http://localhost:5000/static/images/taro.jpg,Rau ăn củ,Đông Nam Á,"nâu, trắng, tím",quanh năm
211,Quả Nho Đỏ không hạt Mỹ,"Quả Nho Đỏ không hạt Mỹ to, màu đỏ đậm, giòn, ngọt, không hạt.","ngọt, giòn, không hạt",http://localhost:5000/static/images/qua_nho_do_my.jpg,Quả mọng,Mỹ,đỏ,quanh năm
212,Quả Đào Flat (Đào dẹt),"Quả Đào Flat hình dẹt, vỏ mỏng, thịt ngọt, thơm, ít chua, hạt nhỏ.","ngọt, thơm, dẹt",http://localhost:5000/static/images/qua_dao_flat.jpg,Trái cây ôn đới,"Trung Quốc, Mỹ","hồng, vàng",mùa hè
213,Quả Mận Đen (Black Plum),"Quả Mận Đen vỏ màu đen tím, thịt vàng, vị ngọt đậm khi chín, đôi khi hơi chua.","ngọt đậm, chua, đen",http://localhost:5000/static/images/qua_man_den.jpg,Trái cây ôn đới,Châu Âu,"đen, tím",mùa hè
214,Quả Thanh Quất,"Quả Thanh Quất nhỏ, hình bầu dục, màu xanh đậm, vị chua gắt, thơm, thường dùng làm mứt hoặc pha nước.","chua gắt, thơm, mứt",http://localhost:5000/static/images/qua_thanh_quat.jpg,Trái cây có múi,Việt Nam,xanh,quanh năm
215,Quả Nho Đỏ Crimson,"Quả Nho Đỏ Crimson không hạt, giòn, ngọt sắc, màu đỏ tươi.","ngọt sắc, giòn, không hạt",http://localhost:5000/static/images/qua_nho_do_crimson.jpg,Quả mọng,Mỹ,đỏ,quanh năm
216,Quả Bơ Reed,"Quả Bơ Reed hình tròn, vỏ sần sùi, thịt dẻo, béo ngậy.","béo ngậy, dẻo, tròn",http://localhost:5000/static/images/qua_bo_reed.jpg,Trái cây nhiệt đới,Mỹ,"xanh, vàng",mùa hè
217,Quả Mâm Xôi Đen (Blackberry),"Quả Mâm Xôi Đen to hơn raspberry, màu đen bóng, vị chua ngọt.","chua ngọt, đen",http://localhost:5000/static/images/qua_mam_xoi_den.jpg,Quả mọng,"Bắc Mỹ, Châu Âu",đen,mùa hè
218,Quả Việt Quất Canada,"Quả Việt Quất Canada to, ngọt hơn, giàu chất chống oxy hóa.","ngọt, chống oxy hóa",http://localhost:5000/static/images/qua_viet_quat_canada.jpg,Quả mọng,Canada,"xanh, tím",mùa hè
219,Quả Xoài Đài Loan (Chín),"Quả Xoài Đài Loan khi chín chuyển vàng nhạt, thịt ngọt đậm, ít xơ, thơm.","ngọt đậm, ít xơ",http://localhost:5000/static/images/qua_xoai_dai_loan_chin.jpg,Trái cây nhiệt đới,"Đài Loan, Việt Nam",vàng,quanh năm
220,Quả Dừa Xiêm Lai,"Quả Dừa Xiêm Lai là giống dừa lai, cho năng suất và chất lượng nước tốt.","ngọt mát, năng suất cao",http://localhost:5000/static/images/qua_dua_xiem_lai.jpg,Trái cây nhiệt đới,Việt Nam,"xanh, trắng",quanh năm
221,Quả Cam Navel,"Quả Cam Navel có rốn đặc trưng, vỏ dễ bóc, vị ngọt, ít chua.","ngọt, dễ bóc, có rốn",http://localhost:5000/static/images/qua_cam_navel.jpg,Trái cây có múi,Mỹ,"cam, vàng",mùa đông
222,Quả Bưởi Phúc Trạch (có hạt),"Quả Bưởi Phúc Trạch có hạt, vị ngọt đậm, thơm đặc trưng.","ngọt đậm, thơm, có hạt",http://localhost:5000/static/images/qua_buoi_phuc_trach_co_hat.jpg,Trái cây có múi,Việt Nam,"xanh, vàng, hồng",mùa thu
223,Quả Chanh Dây Vàng,"Quả Chanh Dây Vàng vỏ màu vàng, ruột vàng cam, vị chua ngọt thanh.","chua ngọt, thanh",http://localhost:5000/static/images/qua_chanh_day_vang.jpg,Trái cây nhiệt đới,Việt Nam,"vàng, cam",quanh năm
224,Quả Ổi Đào,"Quả Ổi Đào có ruột màu hồng đào đẹp mắt, vị ngọt nhẹ, thơm.","ngọt nhẹ, ruột hồng",http://localhost:5000/static/images/qua_oi_dao.jpg,Trái cây phổ biến,Việt Nam,"xanh, hồng",quanh năm
225,Quả Dừa Sáp,"Quả Dừa Sáp có cơm dừa dày, dẻo như sáp, nước ít, đặc sản.","dẻo, đặc sản",http://localhost:5000/static/images/qua_dua_sap.jpg,Trái cây nhiệt đới,Việt Nam,"xanh, trắng",quanh năm
226,Quả Roi Hồng,"Quả Roi Hồng màu hồng tươi, giòn, ngọt mát.","giòn, ngọt mát",http://localhost:5000/static/images/qua_roi_hong.jpg,Trái cây nhiệt đới,Việt Nam,"hồng, trắng",quanh năm
227,Quả Lý Đen (Blackcurrant),"Quả Lý Đen nhỏ, tròn, màu đen đậm, vị chua gắt, rất giàu vitamin C, thường dùng làm mứt, nước ép, siro.","chua gắt, vitamin C, đen",http://localhost:5000/static/images/qua_ly_den.jpg,Quả mọng,"Châu Âu, Châu Á",đen,mùa hè
228,Quả Lý Đỏ (Redcurrant),"Quả Lý Đỏ nhỏ, trong suốt, màu đỏ tươi, vị chua thanh, thường dùng trang trí hoặc làm thạch.","chua thanh, đỏ, trang trí",http://localhost:5000/static/images/qua_ly_do.jpg,Quả mọng,"Châu Âu, Châu Á",đỏ,mùa hè
229,Quả Lý Trắng (Whitecurrant),"Quả Lý Trắng trong suốt, màu trắng ngà, vị ngọt hơn lý đỏ và đen, ít chua.","ngọt, trắng",http://localhost:5000/static/images/qua_ly_trang.jpg,Quả mọng,"Châu Âu, Châu Á",trắng,mùa hè
230,Quả Cà Chua Thân Gỗ (Tamarillo),"Quả Cà Chua Thân Gỗ hình bầu dục, màu cam hoặc đỏ, vị chua ngọt độc đáo, thường dùng làm nước ép hoặc salad.","chua ngọt, độc đáo",http://localhost:5000/static/images/qua_ca_chua_than_go.jpg,Trái cây nhiệt đới,Nam Mỹ,"cam, đỏ",quanh năm
231,Quả Salak (Mít Na Gai),"Quả Salak vỏ ngoài sần sùi như vảy rắn, ruột trắng ngà, vị ngọt giòn, có mùi thơm nhẹ.","ngọt giòn, vỏ rắn",http://localhost:5000/static/images/qua_salak.jpg,Trái cây nhiệt đới,"Indonesia, Malaysia","nâu, trắng",quanh năm
232,Quả Chuối Đỏ (Red Banana),"Quả Chuối Đỏ vỏ màu đỏ tía, thịt ngọt hơn chuối vàng, có hương vani nhẹ, giàu kali và vitamin C.","ngọt, đỏ, vani",http://localhost:5000/static/images/qua_chuoi_do.jpg,Trái cây nhiệt đới,Đông Nam Á,"đỏ, kem",quanh năm
233,Quả Dưa Hấu Vàng,"Quả Dưa Hấu Vàng ruột màu vàng tươi, vị ngọt đậm hơn dưa hấu đỏ, mát.","ngọt đậm, ruột vàng",http://localhost:5000/static/images/qua_dua_hau_vang.jpg,Trái cây phổ biến,Châu Á,"xanh, vàng",quanh năm
234,Quả Táo Xanh Granny Smith,"Quả Táo Xanh Granny Smith vỏ xanh đậm, vị chua giòn đặc trưng, thường dùng làm bánh táo.","chua giòn, xanh",http://localhost:5000/static/images/qua_tao_xanh_granny_smith.jpg,Trái cây ôn đới,Úc,xanh,quanh năm
235,Quả Đào Vàng (Yellow Peach),"Quả Đào Vàng thịt vàng, ngọt, thơm, mọng nước, thường dùng ăn tươi hoặc làm nước ép.","ngọt, thơm, mọng nước",http://localhost:5000/static/images/qua_dao_vang.jpg,Trái cây ôn đới,Trung Quốc,"vàng, hồng",mùa hè
236,Quả Mận Anh Đào (Plumcot),"Quả Mận Anh Đào là giống lai giữa mận và anh đào, vỏ mỏng, thịt ngọt giòn, hương vị phức tạp.","lai, ngọt giòn",http://localhost:5000/static/images/qua_man_anh_dao.jpg,Trái cây lai,Mỹ,"đỏ, tím",mùa hè
237,Quả Yam (Khoai Mỡ),"Quả Yam (Khoai Mỡ) củ dài, màu nâu, thịt trắng, vị bùi, thường dùng nấu canh, luộc.","bùi, nấu canh",http://localhost:5000/static/images/yam.jpg,Rau ăn củ,Châu Phi,"nâu, trắng",quanh năm
238,Quả Noni (Trái Nhàu),"Quả Noni có mùi nồng, vị đắng chát, thường dùng làm thuốc hoặc nước ép tăng cường sức khỏe.","thuốc, đắng, nồng",http://localhost:5000/static/images/qua_noni.jpg,Trái cây thuốc,Đông Nam Á,"xanh, vàng",quanh năm
239,Quả Sapo Mame (Mamey Sapote),"Quả Sapo Mame to, vỏ sần sùi, thịt màu cam đậm, vị ngọt béo như kem, hương vị pha trộn giữa bí đỏ và bơ.","ngọt béo, kem, to",http://localhost:5000/static/images/qua_sapo_mame.jpg,Trái cây nhiệt đới,Trung Mỹ,"nâu, cam",quanh năm
240,Quả Ackee,"Quả Ackee màu đỏ tươi, khi mở ra có ba hạt đen bóng với phần thịt màu vàng kem ăn được, rất độc đáo.","độc đáo, hạt đen",http://localhost:5000/static/images/qua_ackee.jpg,Trái cây nhiệt đới,Tây Phi,"đỏ, vàng",quanh năm
241,Quả Pulasan,"Quả Pulasan giống chôm chôm nhưng vỏ dày hơn, lông ngắn hơn, dễ bóc, vị ngọt đậm hơn và ít chua.","ngọt đậm, dễ bóc",http://localhost:5000/static/images/qua_pulasan.jpg,Trái cây nhiệt đới,Đông Nam Á,"đỏ, trắng",mùa hè
242,Quả Salak Bali,"Quả Salak Bali là giống salak đặc sản của Bali, vị ngọt giòn, thơm nồng hơn các loại khác.","ngọt giòn, đặc sản",http://localhost:5000/static/images/qua_salak_bali.jpg,Trái cây nhiệt đới,Indonesia,"nâu, trắng",quanh năm
244,Quả Cupuaçu,"Quả Cupuaçu vỏ cứng, thịt trắng ngà, vị chua ngọt độc đáo, hương thơm phức tạp như sô cô la và dứa.","chua ngọt, thơm, sô cô la",http://localhost:5000/static/images/qua_cupuacu.jpg,Trái cây nhiệt đới,Amazon,"nâu, trắng",quanh năm
245,Quả Safou (African Pear),"Quả Safou vỏ xanh tím, thịt màu xanh lá cây đậm, béo như bơ, thường được nấu chín hoặc nướng.","béo, nấu chín",http://localhost:5000/static/images/qua_safou.jpg,Trái cây nhiệt đới,Trung Phi,"xanh, tím",mùa mưa
246,Quả Bacuri,"Quả Bacuri vỏ vàng, thịt màu cam đậm, vị chua ngọt độc đáo, hương thơm mạnh, thường dùng làm nước ép, mứt.","chua ngọt, thơm mạnh",http://localhost:5000/static/images/qua_bacuri.jpg,Trái cây nhiệt đới,Amazon,"vàng, cam",quanh năm
247,Quả Feijoa (Guava Dứa),"Quả Feijoa vỏ xanh, thịt trắng ngà, vị chua ngọt pha trộn giữa dứa, ổi và bạc hà, rất thơm.","chua ngọt, thơm bạc hà",http://localhost:5000/static/images/qua_feijoa.jpg,Trái cây cận nhiệt đới,Nam Mỹ,"xanh, trắng",mùa thu
248,Quả Chirimoya (Cherimoya),"Quả Chirimoya hình trái tim, vỏ xanh, thịt trắng, vị ngọt thanh, hương vị tổng hợp nhiều loại quả.","ngọt thanh, trái tim",http://localhost:5000/static/images/qua_chirimoya.jpg,Trái cây cận nhiệt đới,Nam Mỹ,"xanh, trắng","mùa đông, xuân"
249,Quả Sapote Đen (Black Sapote),"Quả Sapote Đen vỏ xanh, thịt đen như pudding sô cô la, vị ngọt thanh, thường dùng làm món tráng miệng.","ngọt thanh, đen, pudding",http://localhost:5000/static/images/qua_sapote_den.jpg,Trái cây nhiệt đới,Trung Mỹ,"xanh, đen",quanh năm
250,Chanh đỏ,"Chanh đỏ là giống chanh có vỏ và ruột màu đỏ cam đặc trưng, vị chua thanh, thơm.","chua thanh, đỏ, thơm",http://localhost:5000/static/images/qua_chanh_do.jpg,Trái cây có múi,Châu Á,"đỏ, cam",quanh năm
251,Tayberry,"Tayberry là loại quả lai giữa mâm xôi và mâm xôi đen, có hình dáng dài, màu đỏ tím đậm, vị ngọt đậm pha chút chua nhẹ.","ngọt đậm, đỏ tím, lai",http://localhost:5000/static/images/qua_tayberry.jpg,Quả mọng,Scotland,"đỏ, tím",mùa hè
252,Peacotum,"Peacotum là một loại trái cây lai phức tạp giữa đào, mơ và mận, cho quả có hương vị ngọt ngào của đào, mùi thơm của mơ và độ chua nhẹ của mận.","lai, ngọt, thơm",http://localhost:5000/static/images/qua_peacotum.jpg,Trái cây lai,Mỹ,"vàng, cam",mùa hè
253,Tangelo,"Tangelo là quả lai giữa quýt và bưởi chùm, có vỏ dày, dễ bóc, vị chua ngọt đậm, mọng nước, thường có ""núm"" ở cuống.","chua ngọt, mọng nước, lai",http://localhost:5000/static/images/qua_tangelo.jpg,Trái cây có múi,Mỹ,cam,mùa đông
254,Quả lai giữa bưởi thường và bưởi chùm đắng,"Đây là một loại lai đặc biệt ít phổ biến, có thể mang vị chua thanh của bưởi thường và chút đắng nhẹ đặc trưng của bưởi chùm, tạo nên hương vị độc đáo.","lai, chua, đắng",http://localhost:5000/static/images/qua_lai_buoi.jpg,Trái cây có múi,Chưa xác định,"vàng, xanh",quanh năm
255,Quả Snake Gourd (Mướp Rắn),"Quả Snake Gourd (Mướp Rắn) rất dài, hình rắn, màu xanh, vị ngọt nhẹ, thường dùng nấu canh, xào.","ngọt nhẹ, dài",http://localhost:5000/static/images/snake_gourd.jpg,Rau ăn quả,Châu Á,xanh,quanh năm
256,Quả lai giữa chanh (Key lime) và quất,"Đây là một loại trái cây lai mang vị chua gắt của chanh Key lime và hương thơm đặc trưng của quất, thường dùng trong ẩm thực hoặc đồ uống.","chua, thơm, lai",http://localhost:5000/static/images/qua_lai_chanh_quat.jpg,Trái cây có múi,Chưa xác định,"xanh, vàng",quanh năm
257,Quả lai dâu tây fragaria chiloensis và dâu tây thông thường,"Đây là sự kết hợp di truyền tạo ra các giống dâu tây hiện đại mà chúng ta thường thấy, với quả to, ngọt, thơm và năng suất cao.","ngọt, thơm, to",http://localhost:5000/static/images/qua_dau_tay_lai.jpg,Quả mọng,Toàn cầu,đỏ,"mùa xuân, hè"
258,Quả ớt,"Ớt là loại trái vị cay, sử dụng nhiều trong nấu ăn.","cay, nhỏ",http://localhost:5000/static/images/qua_ot.jpg,Quả mọng,"Trung Mỹ, Nam Mỹ",đỏ,quanh năm
259,Quả Ice Apple (Thốt Nốt),"Quả Ice Apple ruột trong suốt, vị ngọt thanh, mát, giải khát, thường thấy ở Đông Nam Á.","ngọt thanh, trong suốt",http://localhost:5000/static/images/qua_ice_apple.jpg,Trái cây nhiệt đới,Đông Nam Á,"nâu, trắng",mùa hè
260,Quả Jackfruit (Mít) (Raw/Green),"Quả Jackfruit (Mít) (Raw/Green) khi còn xanh, cứng, thường dùng làm rau để nấu các món ăn mặn.","làm rau, cứng, xanh",http://localhost:5000/static/images/qua_jackfruit_raw.jpg,Rau ăn quả,"Nam Á, Đông Nam Á",xanh,quanh năm
261,Quả Walnut (Quả Óc Chó),"Quả Walnut (Quả Óc Chó) hạt hình óc, màu nâu, vị bùi, béo, giàu omega-3.","bùi, béo, omega-3",http://localhost:5000/static/images/walnut.jpg,Hạt ăn được,Trung Á,nâu,quanh năm
262,Quả Mangaba,"Quả Mangaba vỏ vàng cam, thịt trắng, vị chua ngọt độc đáo, có mùi thơm, thường dùng làm kem.","chua ngọt, thơm, làm kem",http://localhost:5000/static/images/qua_mangaba.jpg,Trái cây nhiệt đới,Brazil,"vàng, cam",quanh năm
263,Quả Marang,"Quả Marang vỏ gai mềm, dễ bóc, thịt trắng, ngọt đậm, thơm nồng như sầu riêng nhưng nhẹ hơn.","ngọt đậm, thơm nồng",http://localhost:5000/static/images/qua_marang.jpg,Trái cây nhiệt đới,Đông Nam Á,"xanh, trắng",mùa hè
264,Quả Pomarosa (Rose Apple),"Quả Pomarosa là tên gọi khác của Roi/Mận hương, vị ngọt, giòn, mùi thơm hoa hồng.","ngọt, thơm hoa hồng",http://localhost:5000/static/images/qua_pomarosa.jpg,Trái cây nhiệt đới,Đông Nam Á,"hồng, xanh",quanh năm
265,Quả Pitomba,"Quả Pitomba nhỏ, tròn, màu vàng cam, vị chua ngọt, mọng nước, thường dùng làm nước ép.","chua ngọt, mọng nước",http://localhost:5000/static/images/qua_pitomba.jpg,Trái cây nhiệt đới,Brazil,"vàng, cam",quanh năm
266,Quả Jabuticaba,"Quả Jabuticaba là tên gọi khác của Nho thân cây, mọc trực tiếp trên thân, ngọt nhẹ.","mọc thân cây, ngọt",http://localhost:5000/static/images/qua_jabuticaba.jpg,Quả mọng,Brazil,"đen, tím",quanh năm
267,Quả Bacupari,"Quả Bacupari vỏ vàng, thịt trắng, vị chua ngọt, có hạt, thường dùng làm nước ép hoặc mứt.","chua ngọt, làm mứt",http://localhost:5000/static/images/qua_bacupari.jpg,Trái cây nhiệt đới,Brazil,"vàng, trắng",quanh năm
268,Quả Abiu,"Quả Abiu vỏ vàng sáng, thịt trong suốt như thạch, vị ngọt thanh, thơm mùi caramel.","ngọt thanh, thạch",http://localhost:5000/static/images/qua_abiu.jpg,Trái cây nhiệt đới,Amazon,"vàng, trong",quanh năm
