id,name,description,keywords,image_url,category,origin,color,season
269,Quả Wampee,"Quả Wampee nhỏ, tròn, màu vàng nâu, vị chua ngọt, thơm, thường mọc thành chùm.","chua ngọt, thơm",http://localhost:5000/static/images/qua_wampee.jpg,Trái cây nhiệt đới,Đông Nam Á,"vàng, nâu",mùa hè
270,Quả Cempedak,"Quả Cempedak giống mít nhưng nhỏ hơn, múi mềm hơn, ngọt đậm, thơm nồng hơn mít.","ngọt đậm, thơm nồng",http://localhost:5000/static/images/qua_cempedak.jpg,Trái cây nhiệt đới,Đông Nam Á,"xanh, vàng",mùa hè
271,Quả Kepel,"Quả Kepel vỏ nâu, thịt màu vàng cam, vị ngọt dịu, hương thơm độc đáo như hoa violet, giúp hơi thở thơm tho.","ngọt dịu, thơm hoa violet",http://localhost:5000/static/images/qua_kepel.jpg,Trái cây nhiệt đới,Indonesia,"nâu, cam",quanh năm
272,Quả Rambai,"Quả Rambai nhỏ, vỏ vàng nhạt, thịt trắng trong, vị chua ngọt thanh, mọc thành chùm.","chua ngọt, chùm",http://localhost:5000/static/images/qua_rambai.jpg,Trái cây nhiệt đới,Đông Nam Á,"vàng, trắng",mùa hè
273,Quả Snake Fruit (Salak),"Quả Snake Fruit là tên gọi khác của Salak, vỏ vảy rắn, giòn, ngọt thơm.","ngọt, giòn, vỏ rắn",http://localhost:5000/static/images/qua_snake_fruit.jpg,Trái cây nhiệt đới,"Indonesia, Malaysia","nâu, trắng",quanh năm
274,Quả Finger Lime (Chanh ngón tay),"Quả Finger Lime hình ngón tay dài, ruột chứa các viên tép nhỏ như trứng cá hồi, vị chua mạnh, thơm, dùng trang trí.","chua, thơm, hình ngón tay",http://localhost:5000/static/images/qua_finger_lime.jpg,Trái cây có múi,Úc,"xanh, hồng",quanh năm
275,Quả Quandong (Cherry Sa mạc),"Quả Quandong nhỏ, màu đỏ tươi, vị chua ngọt, có hạt lớn, thường dùng làm mứt.","chua ngọt, làm mứt",http://localhost:5000/static/images/qua_quandong.jpg,Trái cây sa mạc,Úc,đỏ,mùa khô
276,Quả Kakadu Plum,"Quả Kakadu Plum nhỏ, màu xanh vàng, vị chua mạnh, là nguồn vitamin C tự nhiên cao nhất thế giới.","chua, vitamin C",http://localhost:5000/static/images/qua_kakadu_plum.jpg,Quả mọng,Úc,"xanh, vàng",mùa khô
277,Quả Ice Cream Bean (Inga edulis),"Quả Ice Cream Bean (Inga edulis) là một loại lớn hơn, hạt to, lớp thịt trắng xốp ngọt.","ngọt, lớn",http://localhost:5000/static/images/qua_inga_edulis.jpg,Trái cây nhiệt đới,"Trung, Nam Mỹ","xanh, trắng",quanh năm
278,Quả Walnut (Quả Óc Chó),"Quả Walnut (Quả Óc Chó) hạt hình óc, màu nâu, vị bùi, béo, giàu omega-3.","bùi, béo, omega-3",http://localhost:5000/static/images/walnut.jpg,Hạt ăn được,Trung Á,nâu,quanh năm
279,Quả Bơ Reed (Việt Nam),"Quả Bơ Reed (Việt Nam) là giống bơ Reed được trồng tại Việt Nam, quả tròn, béo.","béo, tròn",http://localhost:5000/static/images/qua_bo_reed_vn.jpg,Trái cây nhiệt đới,Việt Nam,"xanh, vàng",mùa hè
280,Quả Kiwi Berry (Kiwi cỡ nhỏ),"Quả Kiwi Berry nhỏ như quả nho, vỏ trơn không lông, ăn được cả vỏ, vị ngọt thanh, thơm.","ngọt thanh, nhỏ, vỏ trơn",http://localhost:5000/static/images/qua_kiwi_berry.jpg,Quả mọng,Đông Á,xanh,mùa thu
281,Quả Đào Tuyết Lệ Giang,"Quả Đào Tuyết Lệ Giang là giống đào rất to, trọng lượng có thể lên tới vài kg, thịt giòn, ngọt.","rất to, giòn, ngọt",http://localhost:5000/static/images/qua_dao_tuyet.jpg,Trái cây ôn đới,Trung Quốc,"vàng, hồng",mùa hè
282,Quả Cherry Rainie,"Quả Cherry Rainie màu vàng hồng, vị ngọt nhẹ, giòn, đẹp mắt.","ngọt nhẹ, giòn, vàng hồng",http://localhost:5000/static/images/qua_cherry_rainie.jpg,Quả mọng,Mỹ,"vàng, hồng",mùa hè
283,Quả Lý Chua (Gooseberry),"Quả Lý Chua nhỏ, tròn, màu xanh/đỏ/tím, vị chua đặc trưng, thường dùng làm mứt hoặc bánh.","chua, làm mứt",http://localhost:5000/static/images/qua_ly_chua.jpg,Quả mọng,"Châu Âu, Châu Á","xanh, đỏ, tím",mùa hè
284,Quả Damson Plum,"Quả Damson Plum nhỏ, màu tím đậm, vị chua chát, thường dùng làm mứt hoặc rượu.","chua chát, tím đậm",http://localhost:5000/static/images/qua_damson_plum.jpg,Trái cây ôn đới,Châu Âu,tím,mùa hè
285,Quả Elderberry,"Quả Elderberry nhỏ, màu đen tím, thường dùng làm siro, mứt hoặc thuốc bổ, không ăn sống.","làm siro, đen tím",http://localhost:5000/static/images/qua_elderberry.jpg,Quả mọng,"Châu Âu, Bắc Mỹ","đen, tím",mùa thu
286,Quả Saskatoon Berry,"Quả Saskatoon Berry nhỏ, màu tím đậm, vị ngọt nhẹ, thơm, giống việt quất, giàu dinh dưỡng.","ngọt nhẹ, tím đậm",http://localhost:5000/static/images/qua_saskatoon_berry.jpg,Quả mọng,Bắc Mỹ,tím,mùa hè
287,Quả Sea Buckthorn,"Quả Sea Buckthorn nhỏ, màu cam tươi, vị chua gắt, giàu vitamin C và chất chống oxy hóa, thường dùng làm nước ép, dầu.","chua gắt, vitamin C",http://localhost:5000/static/images/qua_sea_buckthorn.jpg,Quả mọng,"Châu Âu, Châu Á",cam,mùa thu
288,Quả Lingonberry,"Quả Lingonberry nhỏ, màu đỏ tươi, vị chua, thơm, giống việt quất, thường dùng làm sốt, mứt.","chua, thơm, làm sốt",http://localhost:5000/static/images/qua_lingonberry.jpg,Quả mọng,"Bắc Âu, Bắc Mỹ",đỏ,mùa thu
289,Quả Aronia Berry (Chokeberry),"Quả Aronia Berry nhỏ, màu đen tím, vị chát nhẹ, giàu chất chống oxy hóa, thường dùng làm nước ép, thực phẩm chức năng.","chát, chống oxy hóa",http://localhost:5000/static/images/qua_aronia_berry.jpg,Quả mọng,Bắc Mỹ,"đen, tím",mùa thu
290,Quả Bilberry,"Quả Bilberry giống việt quất nhưng nhỏ hơn, màu đen đậm, ruột đỏ, vị chua ngọt, thơm, tốt cho mắt.","chua ngọt, tốt mắt",http://localhost:5000/static/images/qua_bilberry.jpg,Quả mọng,Châu Âu,"đen, tím",mùa hè
291,Quả Salmonberry,"Quả Salmonberry màu cam/đỏ, vị ngọt nhẹ, giống mâm xôi, thường mọc ở vùng ven biển.","ngọt nhẹ, cam, đỏ",http://localhost:5000/static/images/qua_salmonberry.jpg,Quả mọng,Bắc Mỹ,"cam, đỏ",mùa hè
292,Quả Cloudberry,"Quả Cloudberry màu vàng cam, vị chua ngọt, mềm, thường mọc ở vùng đầm lầy lạnh giá.","chua ngọt, vàng cam",http://localhost:5000/static/images/qua_cloudberry.jpg,Quả mọng,"Bắc Âu, Bắc Mỹ","vàng, cam",mùa hè
293,Quả Boysenberry,"Quả Boysenberry lai giữa mâm xôi, dâu và mâm xôi đen, to, màu tím đậm, vị chua ngọt đậm.","lai, chua ngọt đậm",http://localhost:5000/static/images/qua_boysenberry.jpg,Quả mọng,Mỹ,tím,mùa hè
294,Quả Loganberry,"Quả Loganberry lai giữa mâm xôi và mâm xôi đen, to, màu đỏ tím, vị chua ngọt.","lai, chua ngọt",http://localhost:5000/static/images/qua_loganberry.jpg,Quả mọng,Mỹ,"đỏ, tím",mùa hè
295,Quả Tayberry,"Quả Tayberry lai giữa mâm xôi và mâm xôi đen, dài hơn, màu đỏ tím, vị ngọt đậm.","lai, ngọt đậm",http://localhost:5000/static/images/qua_tayberry.jpg,Quả mọng,Scotland,"đỏ, tím",mùa hè
296,Quả Juneberry (Serviceberry),"Quả Juneberry nhỏ, màu tím đậm, vị ngọt thanh, giống việt quất và anh đào, ăn được cả hạt.","ngọt thanh, tím đậm",http://localhost:5000/static/images/qua_juneberry.jpg,Quả mọng,Bắc Mỹ,tím,mùa hè
297,Quả Schisandra Berry (Ngũ Vị Tử),"Quả Schisandra Berry nhỏ, màu đỏ tươi, có năm vị chua, ngọt, mặn, đắng, cay, dùng làm thuốc.","5 vị, thuốc",http://localhost:5000/static/images/qua_schisandra_berry.jpg,Quả mọng,Đông Á,đỏ,mùa thu
298,Quả Goji Berry (Kỷ Tử),"Quả Goji Berry nhỏ, màu đỏ cam, vị ngọt dịu, giàu chất dinh dưỡng, thường dùng làm thuốc, nấu ăn.","ngọt dịu, thuốc, bổ",http://localhost:5000/static/images/qua_goji_berry.jpg,Quả mọng,Trung Quốc,"đỏ, cam","mùa hè, thu"
299,Quả Tayberry (Vàng),"Quả Tayberry (Vàng) là biến thể màu vàng của Tayberry, vị ngọt, ít chua.","ngọt, vàng",http://localhost:5000/static/images/qua_tayberry_yellow.jpg,Quả mọng,Scotland,vàng,mùa hè
300,Quả Lingonberry (Trắng),"Quả Lingonberry (Trắng) là biến thể trắng hiếm của Lingonberry, vị chua thanh.","chua thanh, trắng",http://localhost:5000/static/images/qua_lingonberry_white.jpg,Quả mọng,"Bắc Âu, Bắc Mỹ",trắng,mùa thu
301,Quả Aronia Berry (Đỏ),"Quả Aronia Berry (Đỏ) là biến thể màu đỏ của Aronia Berry, vị ít chát hơn.","ít chát, đỏ",http://localhost:5000/static/images/qua_aronia_berry_red.jpg,Quả mọng,Bắc Mỹ,đỏ,mùa thu
302,Quả Cloudberry (Na Uy),"Quả Cloudberry (Na Uy) là biến thể Cloudberry ở Na Uy, mọc ở vùng lạnh.","chua ngọt, lạnh",http://localhost:5000/static/images/qua_cloudberry_norway.jpg,Quả mọng,Na Uy,"vàng, cam",mùa hè
303,Quả Persimmon (Hồng Giòn),"Quả Persimmon (Hồng Giòn) là giống hồng ăn giòn khi chưa chín kỹ, vị ngọt thanh, không chát.","ngọt thanh, giòn",http://localhost:5000/static/images/qua_persimmon_crisp.jpg,Trái cây ôn đới,Nhật Bản,"cam, đỏ",mùa thu
304,Quả Tamarind (Ngọt),"Quả Tamarind (Ngọt) là giống me ngọt, thường ăn tươi hoặc làm ô mai.","ngọt, ăn tươi",http://localhost:5000/static/images/qua_tamarind_sweet.jpg,Trái cây nhiệt đới,Châu Phi,nâu,quanh năm
305,Quả Rose Apple (Trắng),"Quả Rose Apple (Trắng) là biến thể roi/mận hương màu trắng, giòn, ngọt mát.","ngọt mát, giòn",http://localhost:5000/static/images/qua_rose_apple_white.jpg,Trái cây nhiệt đới,Đông Nam Á,trắng,quanh năm
306,Táo Kim Cương Đen Tây Tạng,"Táo Kim Cương Đen Tây Tạng là biến thể mận/roi màu đen tím, giòn, ngọt.","ngọt, giòn, đen",http://localhost:5000/static/images/tao_kim_cuong_den.jpg,Trái cây nhiệt đới,Đông Nam Á,"đen, tím",quanh năm
307,Quả Custard Apple (Tím),"Quả Custard Apple (Tím) là biến thể na có vỏ tím, thịt ngọt, thơm.","ngọt, thơm, vỏ tím",http://localhost:5000/static/images/qua_custard_apple_purple.jpg,Trái cây nhiệt đới,Châu Mỹ,"tím, trắng","mùa hè, thu"
308,Quả Ice Apple (Ấn Độ),"Quả Ice Apple (Ấn Độ) là thốt nốt ở Ấn Độ, nước ngọt, cơm trong.","ngọt thanh, trong suốt",http://localhost:5000/static/images/qua_ice_apple_india.jpg,Trái cây nhiệt đới,Ấn Độ,"nâu, trắng",mùa hè
309,Quả Star Fruit (Giòn),"Quả Star Fruit (Giòn) là giống khế giòn, vị chua ngọt.","giòn, chua ngọt",http://localhost:5000/static/images/qua_star_fruit_crisp.jpg,Trái cây phổ biến,Đông Nam Á,vàng,quanh năm
310,Quả Mangaba (Colombia),"Quả Mangaba (Colombia) là giống Mangaba ở Colombia, chua ngọt, thơm.","chua ngọt, thơm",http://localhost:5000/static/images/qua_mangaba_colombia.jpg,Trái cây nhiệt đới,Colombia,"vàng, cam",quanh năm
311,Quả Ash Gourd (Bí Đao),"Quả Ash Gourd (Bí Đao) dài, vỏ xanh có lớp phấn trắng, vị ngọt mát, thường dùng nấu canh, làm mứt.","ngọt mát, làm mứt",http://localhost:5000/static/images/ash_gourd.jpg,Rau ăn quả,Châu Á,"xanh, trắng",quanh năm
312,Quất hồng bì,"Quả Wampee (Trung Quốc) là giống Wampee ở Trung Quốc, chua ngọt, thơm.","chua ngọt, thơm",http://localhost:5000/static/images/quat_hong_bi.jpg,Trái cây nhiệt đới,Trung Quốc,"vàng, nâu",mùa hè
313,Quả Cassava (Sắn/Khoai Mì),"Quả Cassava (Sắn/Khoai Mì) củ dài, màu nâu, thịt trắng, vị bùi, thường dùng luộc, làm bột.","bùi, làm bột",http://localhost:5000/static/images/cassava.jpg,Rau ăn củ,Nam Mỹ,"nâu, trắng",quanh năm
314,Quả Rambai (Thái Lan),"Quả Rambai (Thái Lan) là giống Rambai ở Thái Lan, chua ngọt thanh.","chua ngọt, thơm",http://localhost:5000/static/images/qua_rambai_thai.jpg,Trái cây nhiệt đới,Thái Lan,"vàng, trắng",mùa hè
315,Quả Finger Lime (Tím),"Quả Finger Lime (Tím) là biến thể chanh ngón tay màu tím, ruột đỏ.","chua, thơm, tím",http://localhost:5000/static/images/qua_finger_lime_purple.jpg,Trái cây có múi,Úc,"tím, đỏ",quanh năm
316,Quả Quandong (Vàng),"Quả Quandong (Vàng) là biến thể Quandong màu vàng, vị chua ngọt.","chua ngọt, vàng",http://localhost:5000/static/images/qua_quandong_yellow.jpg,Trái cây sa mạc,Úc,vàng,quanh năm
317,Quả Yam (Khoai Mỡ),"Quả Yam (Khoai Mỡ) củ dài, màu nâu, thịt trắng, vị bùi, thường dùng nấu canh, luộc.","bùi, nấu canh",http://localhost:5000/static/images/yam.jpg,Rau ăn củ,Châu Phi,"nâu, trắng",quanh năm
318,Quả Pulasan (Thái Lan),"Quả Pulasan (Thái Lan) là giống Pulasan Thái Lan, ngọt đậm.",ngọt đậm,http://localhost:5000/static/images/qua_pulasan_thai.jpg,Trái cây nhiệt đới,Thái Lan,"đỏ, trắng",mùa hè
319,Quả Salak Java,"Quả Salak Java là giống Salak ở Java, giòn, ngọt.",ngọt giòn,http://localhost:5000/static/images/qua_salak_java.jpg,Trái cây nhiệt đới,Indonesia,"nâu, trắng",quanh năm
320,Quả Winged Bean (Đậu Rồng),"Quả Winged Bean (Đậu Rồng) dài, có cánh, màu xanh, giòn, vị ngọt nhẹ, thường dùng ăn sống, xào.","giòn, ngọt nhẹ, cánh",http://localhost:5000/static/images/winged_bean.jpg,Rau ăn quả,Đông Nam Á,xanh,quanh năm
321,Quả Yardlong Bean (Đậu Đũa Dài),"Quả Yardlong Bean (Đậu Đũa Dài) rất dài, màu xanh, giòn, vị ngọt nhẹ, thường dùng xào, luộc.","giòn, ngọt nhẹ, dài",http://localhost:5000/static/images/yardlong_bean.jpg,Rau ăn quả,Châu Á,xanh,quanh năm
322,Quả Almond (Hạnh Nhân),"Quả Almond (Hạnh Nhân) hạt hình bầu dục, màu nâu, vị bùi, béo, thường rang, làm sữa hạt.","bùi, béo, hạt",http://localhost:5000/static/images/almond.jpg,Hạt ăn được,Trung Đông,nâu,quanh năm
323,Quả Pumpkin (Bí Đỏ),"Quả Pumpkin (Bí Đỏ) tròn, vỏ cam hoặc xanh, thịt cam, vị ngọt bùi, thường dùng nấu canh, làm bánh.","ngọt bùi, nấu canh",http://localhost:5000/static/images/pumpkin.jpg,Rau ăn quả,Bắc Mỹ,"cam, xanh",mùa thu
324,Quả Bottle Gourd (Bầu),"Quả Bottle Gourd (Bầu) hình chai, màu xanh, vị ngọt nhẹ, thường dùng nấu canh, luộc.",ngọt nhẹ,http://localhost:5000/static/images/bottle_gourd.jpg,Rau ăn quả,Châu Phi,xanh,quanh năm
325,Quả Eggplant (Cà Tím),"Quả Eggplant (Cà Tím) dài hoặc tròn, màu tím đậm, thịt mềm, vị ngọt nhẹ, thường dùng nấu ăn.","ngọt nhẹ, nấu ăn",http://localhost:5000/static/images/eggplant.jpg,Rau ăn quả,Ấn Độ,tím,quanh năm
326,Quả Okra (Đậu Bắp),"Quả Okra (Đậu Bắp) dài, màu xanh, có chất nhầy, vị ngọt nhẹ, thường dùng luộc, xào.","ngọt nhẹ, nhầy",http://localhost:5000/static/images/okra.jpg,Rau ăn quả,Châu Phi,xanh,mùa hè
327,Quả Green Bean (Đậu Que),"Quả Green Bean (Đậu Que) dài, màu xanh, giòn, vị ngọt nhẹ, thường dùng luộc, xào.","ngọt nhẹ, giòn",http://localhost:5000/static/images/green_bean.jpg,Rau ăn quả,Châu Mỹ,xanh,quanh năm
328,Quả Pea (Đậu Hà Lan),"Quả Pea (Đậu Hà Lan) hạt tròn, màu xanh, vị ngọt bùi, thường dùng luộc, nấu súp.","ngọt bùi, hạt",http://localhost:5000/static/images/pea.jpg,Rau ăn quả,Trung Đông,xanh,mùa xuân
329,Quả Corn (Ngô/Bắp),"Quả Corn (Ngô/Bắp) hạt vàng hoặc trắng, vị ngọt bùi, thường luộc, nướng, làm bánh.","ngọt bùi, hạt",http://localhost:5000/static/images/corn.jpg,Hạt ăn được,Trung Mỹ,"vàng, trắng",mùa hè
330,Quả Artichoke (Atisô),"Quả Artichoke (Atisô) hình búp, màu xanh tím, thịt non mềm, vị ngọt nhẹ, thường dùng hấp, luộc.","ngọt nhẹ, hấp, luộc",http://localhost:5000/static/images/artichoke.jpg,Rau ăn quả,Địa Trung Hải,"xanh, tím",mùa xuân
331,Quả Beetroot (Củ Dền),"Quả Beetroot (Củ Dền) củ tròn, màu đỏ tím, vị ngọt, thường dùng ép nước, nấu súp.","ngọt, đỏ tím",http://localhost:5000/static/images/beetroot.jpg,Rau ăn củ,Địa Trung Hải,"đỏ, tím",quanh năm
332,Quả Carrot (Cà Rốt),"Quả Carrot (Cà Rốt) củ dài, màu cam, vị ngọt, giòn, giàu vitamin A, thường dùng nấu canh, ép nước.","ngọt, giòn, vitamin A",http://localhost:5000/static/images/carrot.jpg,Rau ăn củ,Trung Á,cam,quanh năm
333,Quả Potato (Khoai Tây),"Quả Potato (Khoai Tây) củ tròn hoặc bầu dục, màu nâu, thịt trắng, vị bùi, thường dùng chiên, luộc.","bùi, chiên, luộc",http://localhost:5000/static/images/potato.jpg,Rau ăn củ,Nam Mỹ,"nâu, trắng",quanh năm
334,Quả Sweet Potato (Khoai Lang),"Quả Sweet Potato (Khoai Lang) củ dài, màu cam, tím hoặc vàng, vị ngọt, bùi, thường dùng luộc, nướng.","ngọt, bùi",http://localhost:5000/static/images/sweet_potato.jpg,Rau ăn củ,Trung Mỹ,"cam, tím, vàng",quanh năm
335,Quả Onion (Hành Tây),"Quả Onion (Hành Tây) củ tròn, vỏ nâu hoặc tím, vị hăng, thơm, thường dùng làm gia vị.","hăng, thơm, gia vị",http://localhost:5000/static/images/onion.jpg,Gia vị,Trung Á,"nâu, tím, trắng",quanh năm
336,Quả Garlic (Tỏi),"Quả Garlic (Tỏi) củ nhỏ, nhiều tép, vị hăng, thơm, thường dùng làm gia vị.","hăng, thơm, gia vị",http://localhost:5000/static/images/garlic.jpg,Gia vị,Trung Á,trắng,quanh năm
337,Quả Ginger (Gừng),"Quả Ginger (Gừng) thân rễ, màu vàng nâu, vị cay, thơm, thường dùng làm gia vị, thuốc.","cay, thơm, gia vị",http://localhost:5000/static/images/ginger.jpg,Gia vị,Đông Nam Á,"vàng, nâu",quanh năm
338,Quả Turmeric (Nghệ),"Quả Turmeric (Nghệ) thân rễ, màu vàng cam, vị hơi đắng, thơm, thường dùng làm gia vị, thuốc.","hơi đắng, thơm, gia vị",http://localhost:5000/static/images/turmeric.jpg,Gia vị,Nam Á,"vàng, cam",quanh năm
339,Quả Lemon Grass (Sả),"Quả Lemon Grass (Sả) thân dài, màu xanh, vị thơm đặc trưng, thường dùng làm gia vị.","thơm, gia vị",http://localhost:5000/static/images/lemon_grass.jpg,Gia vị,Nam Á,xanh,quanh năm
340,Quả Galangal (Riềng),"Quả Galangal (Riềng) thân rễ, màu nâu, vị cay, thơm, thường dùng làm gia vị.","cay, thơm, gia vị",http://localhost:5000/static/images/galangal.jpg,Gia vị,Đông Nam Á,nâu,quanh năm
341,Quả Chilli (Ớt),"Quả Chilli (Ớt) nhỏ, dài, màu đỏ hoặc xanh, vị cay nồng, thường dùng làm gia vị.","cay nồng, gia vị",http://localhost:5000/static/images/chilli.jpg,Gia vị,"Trung Mỹ, Nam Mỹ","đỏ, xanh",quanh năm
342,Quả Star Anise (Hoa Hồi),"Quả Star Anise (Hoa Hồi) hình sao, màu nâu, vị thơm đặc trưng, thường dùng làm gia vị.","thơm, gia vị",http://localhost:5000/static/images/star_anise.jpg,Gia vị,Trung Quốc,nâu,quanh năm
343,Quả Cinnamon (Quế),"Quả Cinnamon (Quế) vỏ cây cuộn tròn, màu nâu, vị thơm ngọt, thường dùng làm gia vị.","thơm ngọt, gia vị",http://localhost:5000/static/images/cinnamon.jpg,Gia vị,Sri Lanka,nâu,quanh năm
344,Quả Clove (Đinh Hương),"Quả Clove (Đinh Hương) nụ hoa khô, màu nâu, vị thơm nồng, thường dùng làm gia vị.","thơm nồng, gia vị",http://localhost:5000/static/images/clove.jpg,Gia vị,Indonesia,nâu,quanh năm
345,Quả Nutmeg (Hạt Nhục Đậu Khấu),"Quả Nutmeg (Hạt Nhục Đậu Khấu) hạt tròn, màu nâu, vị thơm, thường dùng làm gia vị.","thơm, gia vị",http://localhost:5000/static/images/nutmeg.jpg,Gia vị,Indonesia,nâu,quanh năm
346,Quả Cardamom (Bạch Đậu Khấu),"Quả Cardamom (Bạch Đậu Khấu) hạt nhỏ, màu xanh hoặc đen, vị thơm, thường dùng làm gia vị.","thơm, gia vị",http://localhost:5000/static/images/cardamom.jpg,Gia vị,Ấn Độ,"xanh, đen",quanh năm
347,Quả Black Pepper (Hạt Tiêu Đen),"Quả Black Pepper (Hạt Tiêu Đen) hạt nhỏ, màu đen, vị cay nồng, thường dùng làm gia vị.","cay nồng, gia vị",http://localhost:5000/static/images/black_pepper.jpg,Gia vị,Ấn Độ,đen,quanh năm
348,Quả White Pepper (Hạt Tiêu Trắng),"Quả White Pepper (Hạt Tiêu Trắng) hạt nhỏ, màu trắng, vị cay nhẹ hơn tiêu đen, thường dùng làm gia vị.","cay nhẹ, gia vị",http://localhost:5000/static/images/white_pepper.jpg,Gia vị,Ấn Độ,trắng,quanh năm
349,Quả Leek (Tỏi Tây),"Quả Leek (Tỏi Tây) thân dài, màu trắng và xanh nhạt, vị ngọt nhẹ, thơm, thường dùng nấu súp.","ngọt nhẹ, thơm",http://localhost:5000/static/images/leek.jpg,Rau ăn củ,Châu Âu,"trắng, xanh",quanh năm
350,Quả Radish (Củ Cải),"Quả Radish (Củ Cải) củ tròn hoặc dài, màu đỏ hoặc trắng, vị hăng nhẹ, giòn, thường ăn sống.","hăng nhẹ, giòn, ăn sống",http://localhost:5000/static/images/radish.jpg,Rau ăn củ,Châu Á,"đỏ, trắng",quanh năm
351,Quả Turnip (Củ Cải Trắng),"Quả Turnip (Củ Cải Trắng) củ tròn, màu trắng, vị ngọt nhẹ, bùi, thường dùng nấu canh.","ngọt nhẹ, bùi",http://localhost:5000/static/images/turnip.jpg,Rau ăn củ,Châu Âu,trắng,quanh năm
352,Quả Daikon (Củ Cải Trắng Dài),"Quả Daikon (Củ Cải Trắng Dài) củ dài, màu trắng, vị ngọt nhẹ, giòn, thường dùng nấu canh, muối dưa.","ngọt nhẹ, giòn",http://localhost:5000/static/images/daikon.jpg,Rau ăn củ,Châu Á,trắng,quanh năm
353,Quả Kohlrabi (Su Hào),"Quả Kohlrabi (Su Hào) thân củ tròn, màu xanh hoặc tím, vị ngọt, giòn, thường dùng luộc, xào.","ngọt, giòn",http://localhost:5000/static/images/kohlrabi.jpg,Rau ăn củ,Châu Âu,"xanh, tím",quanh năm
354,Quả Okra (Đậu Bắp Đỏ),"Quả Okra (Đậu Bắp Đỏ) dài, màu đỏ, có chất nhầy, vị ngọt nhẹ.","ngọt nhẹ, nhầy",http://localhost:5000/static/images/okra_red.jpg,Rau ăn quả,Châu Phi,đỏ,mùa hè
355,Quả Bell Pepper (Ớt Chuông Vàng),"Quả Bell Pepper (Ớt Chuông Vàng) hình chuông, màu vàng, vị ngọt, giòn.","ngọt, giòn",http://localhost:5000/static/images/bell_pepper_yellow.jpg,Rau ăn quả,Trung Mỹ,vàng,quanh năm
356,Quả Bell Pepper (Ớt Chuông Đỏ),"Quả Bell Pepper (Ớt Chuông Đỏ) hình chuông, màu đỏ, vị ngọt, giòn.","ngọt, giòn",http://localhost:5000/static/images/bell_pepper_red.jpg,Rau ăn quả,Trung Mỹ,đỏ,quanh năm
357,Quả Bell Pepper (Ớt Chuông Cam),"Quả Bell Pepper (Ớt Chuông Cam) hình chuông, màu cam, vị ngọt, giòn.","ngọt, giòn",http://localhost:5000/static/images/bell_pepper_orange.jpg,Rau ăn quả,Trung Mỹ,cam,quanh năm
358,Quả Bell Pepper (Ớt Chuông Xanh),"Quả Bell Pepper (Ớt Chuông Xanh) hình chuông, màu xanh, vị hơi hăng, giòn.","hơi hăng, giòn",http://localhost:5000/static/images/bell_pepper_green.jpg,Rau ăn quả,Trung Mỹ,xanh,quanh năm
359,Quả Sweet Corn (Ngô Ngọt),"Quả Sweet Corn (Ngô Ngọt) hạt vàng, vị ngọt đậm, thường luộc, nướng.","ngọt đậm, hạt",http://localhost:5000/static/images/sweet_corn.jpg,Hạt ăn được,Trung Mỹ,vàng,mùa hè
